[43, 24, 28, 16, 31, 129, 227, 19, 114, 130, 187, 5, 206, 220, 194, 246, 28, 44, 194, 255, 6, 20, 156, 197, 238, 119, 225, 231, 36, 62, 155, 25]
[157, 32, 85, 133, 14, 15, 82, 65, 214, 22, 153, 228, 82, 175, 136, 217, 213, 24, 142, 149, 170, 155, 79, 188, 246, 199, 220, 207, 169, 77, 114, 46]
[29, 183, 232, 148, 170, 77, 64, 80, 171, 248, 26, 74, 78, 40, 130, 72, 157, 97, 7, 108, 184, 163, 43, 213, 94, 151, 54, 165, 1, 55, 179, 98]
[164, 131, 196, 6, 84, 103, 182, 56, 210, 192, 142, 170, 72, 248, 24, 94, 58, 216, 214, 63, 23, 241, 196, 80, 128, 35, 240, 252, 232, 116, 205, 136]
[15, 61, 50, 22, 211, 81, 114, 106, 103, 220, 185, 48, 232, 198, 161, 45, 76, 168, 218, 30, 232, 248, 255, 52, 247, 106, 8, 70, 243, 51, 122, 133]
[149, 183, 202, 4, 17, 18, 28, 189, 218, 52, 17, 195, 130, 121, 199, 82, 149, 191, 131, 175, 183, 156, 110, 186, 138, 152, 100, 208, 123, 216, 111, 150]
[121, 128, 124, 254, 209, 35, 235, 249, 212, 113, 203, 71, 145, 54, 38, 9, 96, 39, 112, 222, 121, 232, 104, 89, 165, 91, 101, 139, 243, 205, 211, 56]
[109, 88, 57, 28, 126, 49, 157, 109, 143, 190, 80, 55, 132, 22, 208, 134, 202, 86, 21, 121, 234, 163, 251, 130, 138, 4, 91, 13, 118, 99, 144, 198]
[17, 122, 93, 122, 141, 75, 164, 176, 2, 244, 246, 115, 178, 104, 161, 232, 225, 208, 216, 201, 158, 192, 250, 191, 89, 115, 146, 24, 133, 253, 154, 177]
[222, 38, 170, 169, 120, 185, 32, 208, 207, 254, 251, 152, 6, 84, 127, 219, 230, 9, 68, 250, 120, 76, 49, 233, 134, 50, 11, 203, 102, 195, 251, 219]
[104, 48, 151, 54, 254, 55, 98, 232, 185, 84, 107, 122, 86, 48, 63, 211, 4, 107, 127, 25, 35, 64, 208, 221, 79, 172, 215, 112, 27, 64, 106, 19]
[186, 161, 6, 181, 69, 14, 196, 122, 115, 210, 123, 217, 127, 129, 8, 64, 238, 214, 141, 205, 241, 153, 17, 101, 45, 49, 113, 103, 107, 100, 77, 120]
[109, 246, 107, 228, 45, 115, 204, 206, 125, 186, 152, 8, 114, 212, 77, 175, 179, 16, 180, 122, 43, 212, 176, 153, 69, 143, 24, 135, 42, 134, 96, 89]
[115, 217, 112, 220, 20, 163, 25, 11, 132, 239, 118, 136, 183, 207, 15, 223, 10, 206, 242, 209, 189, 36, 13, 223, 53, 3, 32, 136, 133, 16, 184, 127]
[70, 180, 23, 183, 251, 142, 252, 136, 118, 249, 144, 6, 192, 195, 53, 30, 159, 205, 129, 207, 164, 50, 238, 233, 0, 12, 113, 179, 215, 7, 37, 7]
[180, 86, 96, 94, 100, 113, 179, 91, 48, 68, 82, 173, 167, 2, 236, 206, 112, 94, 94, 163, 40, 238, 6, 122, 8, 27, 164, 68, 96, 217, 179, 20]
[205, 51, 104, 240, 20, 228, 252, 85, 51, 142, 139, 183, 25, 26, 105, 125, 159, 124, 20, 221, 118, 25, 142, 14, 75, 229, 136, 52, 49, 222, 111, 157]
[128, 42, 14, 17, 23, 47, 30, 140, 187, 148, 72, 181, 176, 155, 162, 96, 166, 56, 98, 73, 174, 173, 5, 50, 81, 31, 184, 122, 238, 152, 96, 169]
[153, 85, 160, 214, 235, 153, 126, 238, 121, 43, 119, 158, 255, 118, 10, 130, 37, 148, 89, 162, 60, 77, 207, 68, 43, 172, 148, 195, 93, 144, 151, 206]
